1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.400198973621967546e+00 -1.933886644416804135e+00 -5.955417856823550515e-01 -4.273634348261499127e-01 1.195881489619641247e+00 -8.636185776339289077e-03
9.999485039697959543e-01 2.731375588614135593e-03 -9.773894299223252063e-03 -2.134908593034972723e-03 -2.664166876448291043e-03 9.999727644424589723e-01 6.882776176940608170e-03 5.973593995965524595e-03 9.792427550574576631e-03 -6.856382466480515081e-03 9.999285466268594824e-01 -9.574168942344340018e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.347465338755903463e+00 -1.979614945394186476e+00 -4.837705602167077235e-01 -4.300941231981533774e-01 1.192594427030162274e+00 -1.725502227636425967e-02
9.997943084388259960e-01 5.249871250627303337e-03 -1.959029567939486044e-02 -4.265999486952583644e-03 -4.983320798883337371e-03 9.998946844923917165e-01 1.363035061784545129e-02 1.193557038557955044e-02 1.965979010456129702e-02 -1.352992225314866154e-02 9.997151763575319317e-01 -3.669015818142784937e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.336673963099960671e+00 -1.958148455912295471e+00 -4.843263778467051806e-01 -4.331880687012685249e-01 1.189907397160707481e+00 -5.415574188871559447e-02
9.995405288464526139e-01 7.838326802748525265e-03 -2.927954664515057884e-02 -6.392864596324420237e-03 -7.244059751291902563e-03 9.997667232303355522e-01 2.034754875461783699e-02 1.788565706721021928e-02 2.943220714450953471e-02 -2.012609686927356936e-02 9.993641405391732180e-01 -8.812395764119889102e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.326838856467004391e+00 -1.936262091761101756e+00 -4.862765124988570609e-01 -4.371095464592133495e-01 1.187780432720365376e+00 -9.020196925028059476e-02
9.991901573149593041e-01 1.048937253919835985e-02 -3.884588290980671432e-02 -8.515616940627301901e-03 -9.442306715719515908e-03 9.995897449022884684e-01 2.704042808439735546e-02 2.382395050417730406e-02 3.911358331179583259e-02 -2.665173486332584468e-02 9.988792783021764876e-01 -1.635010226009310985e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.318995000395283723e+00 -1.916952882736232766e+00 -4.846145661438859831e-01 -4.418333744085614634e-01 1.186201863079354046e+00 -1.257749371720041920e-01
9.987462148698263986e-01 1.319760216718779411e-02 -4.828893886331175195e-02 -1.063427910429209228e-02 -1.157618865705243617e-02 9.993648045333740626e-01 3.370429257038540932e-02 2.975048437396689283e-02 4.870308179194880044e-02 -3.310303277666346716e-02 9.982645937039307249e-01 -2.628260007782245652e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.307851681502865571e+00 -1.895303486596182863e+00 -4.852167578127068448e-01 -4.473442023741852624e-01 1.185163453909714226e+00 -1.619672547944112639e-01
9.982118517410766279e-01 1.596144644761102876e-02 -5.760495909875871373e-02 -1.274904038177386047e-02 -1.364785621545855192e-02 9.990929856191186342e-01 4.033537069591057456e-02 3.566540906133586902e-02 5.819652142985753951e-02 -3.947706088846027889e-02 9.975242987314441034e-01 -3.857934809635077227e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.299023491984076850e+00 -1.874838949037827440e+00 -4.837501463924677725e-01 -4.536246202799728566e-01 1.184650845005940312e+00 -1.964235407646014453e-01
9.975898963704097344e-01 1.877590452699696641e-02 -6.679718643692464375e-02 -1.486023282887839747e-02 -1.565533292558514075e-02 9.987751324887191862e-01 4.693767458233166767e-02 4.156897546299245100e-02 6.759666602739498875e-02 -4.577881774561055883e-02 9.966619239215100956e-01 -5.318817856858553718e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.289997916696266733e+00 -1.854841084567781850e+00 -4.830048499371021320e-01 -4.606497299538411250e-01 1.184650118306859401e+00 -2.305890785987711744e-01
9.968835738871649754e-01 2.163897872229060895e-02 -7.586102271341989278e-02 -1.696784720422321244e-02 -1.760020606425778331e-02 9.984122370836229221e-01 5.350922920848657366e-02 4.746119623886026206e-02 7.689845846341232527e-02 -5.200730203369534344e-02 9.956816095688614254e-01 -7.012133145117217976e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.280906612962332325e+00 -1.832833077596328852e+00 -4.814903158690689300e-01 -4.684089382487526265e-01 1.185153481932835984e+00 -2.655649129867842517e-01
9.960956327215885198e-01 2.454829896077467821e-02 -8.479900676956284022e-02 -1.907196528125335369e-02 -1.948371392466023352e-02 9.980055451477548578e-01 6.004429006076344999e-02 5.334214865215375356e-02 8.610386415807093352e-02 -5.815765552736681943e-02 9.945872569551995612e-01 -8.937763246540660761e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.270056268481620787e+00 -1.814066100019835259e+00 -4.806835358208423337e-01 -4.768904490260742479e-01 1.186150089159014875e+00 -2.996935119937634839e-01
9.952286722665508734e-01 2.750441544640709612e-02 -9.361301775512614887e-02 -2.117275438135651777e-02 -2.131026862483914250e-02 9.975564447454269290e-01 6.653579503927979644e-02 5.921197049298189408e-02 9.521429731759628590e-02 -6.422341241752572982e-02 9.933829024633121785e-01 -1.109425576496179955e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.258577152291828316e+00 -1.792992784076187673e+00 -4.803484994378670048e-01 -4.860838241755232603e-01 1.187624707502798804e+00 -3.340743912897423118e-01
9.942858873186127822e-01 3.050263539151204170e-02 -1.022993821207989762e-01 -2.327022466851908639e-02 -2.307866535430744617e-02 9.970659584027330435e-01 7.298527127949429316e-02 6.507068889785672106e-02 1.042254745913509667e-01 -7.020729202782059752e-02 9.920725712465575663e-01 -1.348211800872724242e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.248797582388869287e+00 -1.772970368685541143e+00 -4.783371538684512703e-01 -4.959732849713305303e-01 1.189569808141125007e+00 -3.683760121846250679e-01
9.932700131626872597e-01 3.354083173182374061e-02 -1.108588906360394866e-01 -2.536457546517239051e-02 -2.478960324440999952e-02 9.965348111610493609e-01 7.939676151681296368e-02 7.091846601398484051e-02 1.131377770571769803e-01 -7.611427446093262106e-02 9.906596088759060947e-01 -1.609985677692566536e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.239372750568962012e+00 -1.752442681230307775e+00 -4.776862294720508051e-01 -5.065432890653281950e-01 1.191975676684078111e+00 -4.020911388690047716e-01
9.921828353873302087e-01 3.662165913001236284e-02 -1.192982620314414904e-01 -2.745648525980378535e-02 -2.644847700079041089e-02 9.959639094194765452e-01 8.576927901542302779e-02 7.675580843653835583e-02 1.219577767327907486e-01 -8.194354912243380362e-02 9.891468826659288727e-01 -1.894189305384710517e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.229534857973491713e+00 -1.735279880801890773e+00 -4.774613224001174050e-01 -5.177800191831257726e-01 1.194823288287837793e+00 -4.340430282576746013e-01
9.910267259527092421e-01 3.974303209630886818e-02 -1.276186504033796631e-01 -2.954678851422797362e-02 -2.805603242746661577e-02 9.953541184578281742e-01 9.210340893977973786e-02 8.258333805516339388e-02 1.306862180011013064e-01 -8.769646683655148156e-02 9.875375649409932066e-01 -2.200196405915456552e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.220705228343054616e+00 -1.715400903236532715e+00 -4.765778890044970462e-01 -5.296610564573843716e-01 1.198096132348345444e+00 -4.650946903265115173e-01
9.898047018899488458e-01 4.290275712391269924e-02 -1.358160728181951882e-01 -3.163539938435170479e-02 -2.961302380642871768e-02 9.947060810319147128e-01 9.840163212190555786e-02 8.840101664940189230e-02 1.393187748494328637e-01 -9.337647357065533005e-02 9.858352363364591975e-01 -2.528161905831170092e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.212277230080095913e+00 -1.696808277357687578e+00 -4.759597527963188024e-01 -5.421747540454275871e-01 1.201788956002834308e+00 -4.975118995414684608e-01
9.885185629922017547e-01 4.609834841119724025e-02 -1.438957712575223979e-01 -3.372246111983702443e-02 -3.111930438144849126e-02 9.940206467124912404e-01 1.046639519099495930e-01 9.420897312548424940e-02 1.478602029169920895e-01 -9.898432305506191242e-02 9.840424097725378738e-01 -2.878075059315304482e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.203743252025960553e+00 -1.679174794469219023e+00 -4.746708185649450851e-01 -5.553108355992695255e-01 1.205893477862744145e+00 -5.283384998921120124e-01
